parent_asin,overall_sentiment_score,total_reviews,positive_count,neutral_count,negative_count,% positive,% neutral,% negative
B06Y2TVKLR,1.0,1,1,0,0,100.0,0.0,0.0
B06Y2V69YQ,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y2VQ4WP,1.0,1,1,0,0,100.0,0.0,0.0
B06Y2W66F5,1.0,6,6,0,0,100.0,0.0,0.0
B06Y2YB2XR,0.0,1,0,1,0,0.0,100.0,0.0
B06Y2YGWBX,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B06Y2YLJQ7,1.0,1,1,0,0,100.0,0.0,0.0
B06Y2YRV57,1.0,3,3,0,0,100.0,0.0,0.0
B06Y2ZWF8N,1.0,1,1,0,0,100.0,0.0,0.0
B06Y2ZYH6N,1.0,1,1,0,0,100.0,0.0,0.0
B06Y31931P,1.0,1,1,0,0,100.0,0.0,0.0
B06Y31XSMH,0.5,2,1,1,0,50.0,50.0,0.0
B06Y326VVW,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y32FFR8,1.0,1,1,0,0,100.0,0.0,0.0
B06Y34K9PP,1.0,1,1,0,0,100.0,0.0,0.0
B06Y36BMXX,1.0,1,1,0,0,100.0,0.0,0.0
B06Y36J7SL,1.0,1,1,0,0,100.0,0.0,0.0
B06Y38Z5RT,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3BKF44,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3CJDDM,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y3H9594,1.0,2,2,0,0,100.0,0.0,0.0
B06Y3K481X,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3K69V2,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3KHCKC,1.0,2,2,0,0,100.0,0.0,0.0
B06Y3KHRL2,0.5,2,1,1,0,50.0,50.0,0.0
B06Y3KW7CZ,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3KZRPR,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3M1N57,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3M4JN9,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3NGJ5V,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3P9NY8,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3Q4PDN,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3RZ7SS,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3SQLPF,0.0,1,0,1,0,0.0,100.0,0.0
B06Y3TD8TP,0.0,1,0,1,0,0.0,100.0,0.0
B06Y3TX2SH,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3VXMX3,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3WR5T2,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3WTVST,0.8333333333333334,6,5,1,0,83.33333333333334,16.666666666666664,0.0
B06Y3WY9XV,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y3X5FT5,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3XPLLS,0.0,1,0,1,0,0.0,100.0,0.0
B06Y3Y8ZLJ,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3YV663,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3YVDSN,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3YVPZ6,1.0,1,1,0,0,100.0,0.0,0.0
B06Y3ZSWX4,1.0,1,1,0,0,100.0,0.0,0.0
B06Y41284N,0.5,2,1,1,0,50.0,50.0,0.0
B06Y41B788,1.0,1,1,0,0,100.0,0.0,0.0
B06Y41VXXX,-0.5,2,0,1,1,0.0,50.0,50.0
B06Y42Q555,1.0,1,1,0,0,100.0,0.0,0.0
B06Y43MZXS,1.0,1,1,0,0,100.0,0.0,0.0
B06Y43Q9QN,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y44MMT6,0.5,14,10,1,3,71.42857142857143,7.142857142857142,21.428571428571427
B06Y46BSFL,1.0,1,1,0,0,100.0,0.0,0.0
B06Y46C2FZ,1.0,1,1,0,0,100.0,0.0,0.0
B06Y46CN2Q,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y46GZHV,1.0,1,1,0,0,100.0,0.0,0.0
B06Y48DW4Z,1.0,2,2,0,0,100.0,0.0,0.0
B06Y48HL98,1.0,1,1,0,0,100.0,0.0,0.0
B06Y496MK9,1.0,2,2,0,0,100.0,0.0,0.0
B06Y4C961S,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4CKTTL,1.0,2,2,0,0,100.0,0.0,0.0
B06Y4D6NSY,0.5,2,1,1,0,50.0,50.0,0.0
B06Y4D745M,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4D936F,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4F8XN5,0.0,1,0,1,0,0.0,100.0,0.0
B06Y4FYFKY,0.0,1,0,1,0,0.0,100.0,0.0
B06Y4G3H1N,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4H9JBS,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4JDQ9V,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4LXT9Y,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4N6GYP,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4NDY5D,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4P91YT,0.2,5,2,2,1,40.0,40.0,20.0
B06Y4PWD9J,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4R88WT,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4T4ZYK,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4TZSDZ,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y4VNW6L,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4WC5NT,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4WT16N,1.0,1,1,0,0,100.0,0.0,0.0
B06Y4WY962,0.3684210526315789,19,11,4,4,57.89473684210527,21.052631578947366,21.052631578947366
B06Y4Y9FH4,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y516D7M,1.0,1,1,0,0,100.0,0.0,0.0
B06Y51RSTH,1.0,1,1,0,0,100.0,0.0,0.0
B06Y524VTN,1.0,1,1,0,0,100.0,0.0,0.0
B06Y52P1H3,1.0,1,1,0,0,100.0,0.0,0.0
B06Y52SNBR,1.0,1,1,0,0,100.0,0.0,0.0
B06Y534QZF,0.0,1,0,1,0,0.0,100.0,0.0
B06Y53LQYZ,0.0,1,0,1,0,0.0,100.0,0.0
B06Y53X6Z9,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y56WBX6,1.0,1,1,0,0,100.0,0.0,0.0
B06Y57BWVS,1.0,2,2,0,0,100.0,0.0,0.0
B06Y57J8KG,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y57QC1G,-1.0,2,0,0,2,0.0,0.0,100.0
B06Y592MKW,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5CNQ9M,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5F73MX,0.0,1,0,1,0,0.0,100.0,0.0
B06Y5GKJQK,1.0,2,2,0,0,100.0,0.0,0.0
B06Y5H5RD3,0.0,1,0,1,0,0.0,100.0,0.0
B06Y5HG6PR,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y5HZW27,1.0,2,2,0,0,100.0,0.0,0.0
B06Y5JFTHV,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y5KLVCB,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5KVCQJ,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5KZM77,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5MHQRS,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y5NLJPG,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5P9YP8,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5PWH14,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5R495Q,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5S5V5Y,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y5T9B1Y,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5TK43H,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5V2PYG,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5V615F,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5VC18S,1.0,1,1,0,0,100.0,0.0,0.0
B06Y5VC5YF,1.0,2,2,0,0,100.0,0.0,0.0
B06Y5W2WMJ,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y5W3L33,0.0,1,0,1,0,0.0,100.0,0.0
B06Y5XQ6SJ,0.7142857142857143,7,5,2,0,71.42857142857143,28.57142857142857,0.0
B06Y5XT5CV,1.0,1,1,0,0,100.0,0.0,0.0
B06Y61B4DV,1.0,2,2,0,0,100.0,0.0,0.0
B06Y61RXS9,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B06Y62GZRZ,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y62MD3Q,1.0,1,1,0,0,100.0,0.0,0.0
B06Y62ZC4G,1.0,2,2,0,0,100.0,0.0,0.0
B06Y63BPS8,1.0,1,1,0,0,100.0,0.0,0.0
B06Y64DGRH,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y651539,1.0,1,1,0,0,100.0,0.0,0.0
B06Y65FSMC,1.0,1,1,0,0,100.0,0.0,0.0
B06Y66T8C7,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y67XLHJ,-0.3333333333333333,3,1,0,2,33.33333333333333,0.0,66.66666666666666
B06Y67YTRR,-1.0,1,0,0,1,0.0,0.0,100.0
B06Y6BCX7B,0.0,1,0,1,0,0.0,100.0,0.0
B06Y6C58DY,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6CLF3S,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6CRG1M,-0.5,2,0,1,1,0.0,50.0,50.0
B06Y6LPKGC,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6LYCR4,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6M7Y35,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6MGLT8,0.42857142857142855,7,3,4,0,42.857142857142854,57.14285714285714,0.0
B06Y6Q2C7B,1.0,1,1,0,0,100.0,0.0,0.0
B06Y6R5RXN,-1.0,2,0,0,2,0.0,0.0,100.0
B06Y946RWX,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZXQS2V3,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXRKKXB,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXRKSKS,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXT58CY,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZXT6KXM,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXVHNV6,0.0,1,0,1,0,0.0,100.0,0.0
B06ZXWL7XG,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZXWR4HL,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXWZKC3,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXXKL2N,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZXYZGQT,1.0,1,1,0,0,100.0,0.0,0.0
B06ZXZ1B9Y,0.0,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333
B06ZXZ5SFQ,0.5714285714285714,7,5,1,1,71.42857142857143,14.285714285714285,14.285714285714285
B06ZY48WYP,1.0,1,1,0,0,100.0,0.0,0.0
B06ZY5J73Y,0.4,5,3,1,1,60.0,20.0,20.0
B06ZY5Y8PF,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZY6MP8W,1.0,1,1,0,0,100.0,0.0,0.0
B06ZY6QZJR,1.0,1,1,0,0,100.0,0.0,0.0
B06ZY76TS5,1.0,1,1,0,0,100.0,0.0,0.0
B06ZY7LQW3,1.0,1,1,0,0,100.0,0.0,0.0
B06ZY8D2WM,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZYCSYFK,0.0,1,0,1,0,0.0,100.0,0.0
B06ZYDNX5R,0.0,1,0,1,0,0.0,100.0,0.0
B06ZYGRJY1,0.0,1,0,1,0,0.0,100.0,0.0
B06ZYH4RRN,0.0,2,1,0,1,50.0,0.0,50.0
B06ZYHRKX3,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZYJ3SDJ,-1.0,2,0,0,2,0.0,0.0,100.0
B06ZYJ6SJZ,0.7692307692307693,26,22,2,2,84.61538461538461,7.6923076923076925,7.6923076923076925
B06ZYKWPX4,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYKXFY9,1.0,2,2,0,0,100.0,0.0,0.0
B06ZYL3F8C,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B06ZYL3PHX,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZYLLLCQ,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYM95RH,0.0,1,0,1,0,0.0,100.0,0.0
B06ZYMTX1W,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYN5BNM,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYNCG72,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYNNWBY,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZYPVV6Y,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYQLRSK,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYQQF4F,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYRK1YX,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYSBDRY,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYSLBVZ,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYTJ5B4,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYWVSZY,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYXP6XT,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYYGX8C,1.0,1,1,0,0,100.0,0.0,0.0
B06ZYZTR8P,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZ1HM7X,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ1NYHH,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ1T4Z9,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ2S97C,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ31B35,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ375CD,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ3LXH1,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ3PCM6,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ3VJ3V,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZ4CK8Y,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ55NWV,0.5,2,1,1,0,50.0,50.0,0.0
B06ZZ5LCX6,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ68GBB,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ6H1WG,1.0,3,3,0,0,100.0,0.0,0.0
B06ZZ7RN84,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZ7WDYL,1.0,2,2,0,0,100.0,0.0,0.0
B06ZZ7ZPGQ,1.0,2,2,0,0,100.0,0.0,0.0
B06ZZ8KZJV,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZB3TNZ,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZB7W4W,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZCJ2QB,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZCL1DK,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZCYBP8,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B06ZZDQ3YJ,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZDR418,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZGSC1Y,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZH593F,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZJBMTR,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZJN27X,0.0,1,0,1,0,0.0,100.0,0.0
B06ZZKGN4Z,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZL3ZC9,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZLV5Q6,1.0,2,2,0,0,100.0,0.0,0.0
B06ZZLWXQ5,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZM6C88,1.0,2,2,0,0,100.0,0.0,0.0
B06ZZP5M11,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZQBGXX,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZQL7G4,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZR11RB,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZRQHLT,1.0,4,4,0,0,100.0,0.0,0.0
B06ZZSRRMN,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZTJB52,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZVLFLJ,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZW4ZC5,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZWXJVK,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZWYPXP,-1.0,1,0,0,1,0.0,0.0,100.0
B06ZZX7QMJ,1.0,1,1,0,0,100.0,0.0,0.0
B06ZZXSPKQ,1.0,1,1,0,0,100.0,0.0,0.0
B07112LZSM,0.5,2,1,1,0,50.0,50.0,0.0
B07114WPBV,1.0,1,1,0,0,100.0,0.0,0.0
B071157LDW,1.0,1,1,0,0,100.0,0.0,0.0
B07115P9YJ,-0.3333333333333333,3,1,0,2,33.33333333333333,0.0,66.66666666666666
B07115R2FW,-1.0,1,0,0,1,0.0,0.0,100.0
B07115XR3T,1.0,1,1,0,0,100.0,0.0,0.0
B07117155H,1.0,1,1,0,0,100.0,0.0,0.0
B071174N1J,1.0,1,1,0,0,100.0,0.0,0.0
B07117ZYF4,-1.0,1,0,0,1,0.0,0.0,100.0
B071183HV7,1.0,1,1,0,0,100.0,0.0,0.0
B0711B8BNP,1.0,1,1,0,0,100.0,0.0,0.0
B0711C8KYK,1.0,1,1,0,0,100.0,0.0,0.0
B0711CFBMP,1.0,1,1,0,0,100.0,0.0,0.0
B0711DT1P7,1.0,1,1,0,0,100.0,0.0,0.0
B0711DYGXV,1.0,1,1,0,0,100.0,0.0,0.0
B0711HPW2F,0.0,1,0,1,0,0.0,100.0,0.0
B0711HTYC3,1.0,1,1,0,0,100.0,0.0,0.0
B0711KG84X,1.0,1,1,0,0,100.0,0.0,0.0
B0711KPBWG,-1.0,1,0,0,1,0.0,0.0,100.0
B0711L2GYJ,1.0,1,1,0,0,100.0,0.0,0.0
B0711L9Q42,1.0,1,1,0,0,100.0,0.0,0.0
B0711LYH9J,0.0,1,0,1,0,0.0,100.0,0.0
B0711M3XJ4,1.0,1,1,0,0,100.0,0.0,0.0
B0711M49RR,1.0,1,1,0,0,100.0,0.0,0.0
B0711MF9GF,1.0,1,1,0,0,100.0,0.0,0.0
B0711PHHTP,0.5,2,1,1,0,50.0,50.0,0.0
B0711R6WHP,1.0,1,1,0,0,100.0,0.0,0.0
B0711RVZ46,-1.0,1,0,0,1,0.0,0.0,100.0
B0711S372X,0.3333333333333333,6,3,2,1,50.0,33.33333333333333,16.666666666666664
B0711SN3JM,1.0,1,1,0,0,100.0,0.0,0.0
B0711T3LDQ,0.3333333333333333,3,2,0,1,66.66666666666666,0.0,33.33333333333333
B0711T9VYV,1.0,1,1,0,0,100.0,0.0,0.0
B0711THV3M,1.0,1,1,0,0,100.0,0.0,0.0
B0711VSHFW,-1.0,1,0,0,1,0.0,0.0,100.0
B0711VX6YG,0.0,1,0,1,0,0.0,100.0,0.0
B0711X1DMJ,1.0,1,1,0,0,100.0,0.0,0.0
B0711X6J9G,1.0,1,1,0,0,100.0,0.0,0.0
B0711Y2GJH,1.0,2,2,0,0,100.0,0.0,0.0
B0711YCBS2,-1.0,1,0,0,1,0.0,0.0,100.0
B0711Z589F,1.0,1,1,0,0,100.0,0.0,0.0
B07121LJGB,1.0,2,2,0,0,100.0,0.0,0.0
B07122KK7Y,-1.0,1,0,0,1,0.0,0.0,100.0
B07123YSG4,-1.0,1,0,0,1,0.0,0.0,100.0
B071244BPT,1.0,1,1,0,0,100.0,0.0,0.0
B0713ND61B,1.0,1,1,0,0,100.0,0.0,0.0
B0713P34NH,1.0,1,1,0,0,100.0,0.0,0.0
B0713PPC46,1.0,1,1,0,0,100.0,0.0,0.0
B0713S4N3J,1.0,1,1,0,0,100.0,0.0,0.0
B0713S82NR,1.0,1,1,0,0,100.0,0.0,0.0
B0713T6XQH,0.0,1,0,1,0,0.0,100.0,0.0
B0713VF172,1.0,1,1,0,0,100.0,0.0,0.0
B0713WDNK4,0.6666666666666666,3,2,1,0,66.66666666666666,33.33333333333333,0.0
B0713WM8HZ,1.0,1,1,0,0,100.0,0.0,0.0
B0713WWTQ4,1.0,1,1,0,0,100.0,0.0,0.0
B0713XHGMF,-1.0,1,0,0,1,0.0,0.0,100.0
B0713XVF7J,0.0,1,0,1,0,0.0,100.0,0.0
B0713XZR7B,1.0,2,2,0,0,100.0,0.0,0.0
B0713YC73J,0.5,2,1,1,0,50.0,50.0,0.0
B0713YCK3Y,-1.0,2,0,0,2,0.0,0.0,100.0
B0713YLC9Y,1.0,1,1,0,0,100.0,0.0,0.0
B0713YM2PB,0.0,1,0,1,0,0.0,100.0,0.0
B0713YRC18,1.0,2,2,0,0,100.0,0.0,0.0
B07141PSHD,1.0,1,1,0,0,100.0,0.0,0.0
B07144LZ9V,0.0,2,1,0,1,50.0,0.0,50.0
B07145NJKW,0.0,1,0,1,0,0.0,100.0,0.0
B071483NL6,1.0,1,1,0,0,100.0,0.0,0.0
B07148CWYJ,-1.0,1,0,0,1,0.0,0.0,100.0
B07148X6CZ,1.0,1,1,0,0,100.0,0.0,0.0
B0714B4G2D,0.0,1,0,1,0,0.0,100.0,0.0
B0714BNKNH,0.0,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333
B0714CHPV8,1.0,1,1,0,0,100.0,0.0,0.0
B0714CRP47,-1.0,1,0,0,1,0.0,0.0,100.0
B0714D51DV,1.0,1,1,0,0,100.0,0.0,0.0
B0714DDKHY,1.0,1,1,0,0,100.0,0.0,0.0
B0714FG61C,1.0,1,1,0,0,100.0,0.0,0.0
B0714JFQ7F,0.7142857142857143,7,5,2,0,71.42857142857143,28.57142857142857,0.0
B0714JX585,1.0,1,1,0,0,100.0,0.0,0.0
B0714L3GTT,1.0,2,2,0,0,100.0,0.0,0.0
B0714MPKRL,1.0,1,1,0,0,100.0,0.0,0.0
B0714MRHM2,1.0,1,1,0,0,100.0,0.0,0.0
B0714N7H9Z,-1.0,1,0,0,1,0.0,0.0,100.0
B0714NKFK2,1.0,2,2,0,0,100.0,0.0,0.0
B0714QP4R8,1.0,1,1,0,0,100.0,0.0,0.0
B0714QWFJC,1.0,1,1,0,0,100.0,0.0,0.0
B0714R41K1,1.0,1,1,0,0,100.0,0.0,0.0
B07167D1XH,1.0,1,1,0,0,100.0,0.0,0.0
B07169SXHF,0.0,1,0,1,0,0.0,100.0,0.0
B07169ZJ2T,1.0,1,1,0,0,100.0,0.0,0.0
B0716BPFN9,1.0,1,1,0,0,100.0,0.0,0.0
B0716CKZ4D,1.0,2,2,0,0,100.0,0.0,0.0
B0716CLB4Q,1.0,1,1,0,0,100.0,0.0,0.0
B0716D2SP6,1.0,1,1,0,0,100.0,0.0,0.0
B0716D9QVZ,-1.0,2,0,0,2,0.0,0.0,100.0
B0716DK86D,1.0,4,4,0,0,100.0,0.0,0.0
B0716DSMPV,1.0,1,1,0,0,100.0,0.0,0.0
B0716F8272,1.0,1,1,0,0,100.0,0.0,0.0
B0716HJ4J7,-1.0,1,0,0,1,0.0,0.0,100.0
B0716HKGR6,1.0,1,1,0,0,100.0,0.0,0.0
B0716JHNB6,1.0,1,1,0,0,100.0,0.0,0.0
B0716JJD28,-1.0,1,0,0,1,0.0,0.0,100.0
B0716K2FK6,0.0,1,0,1,0,0.0,100.0,0.0
B0716KLJNV,1.0,1,1,0,0,100.0,0.0,0.0
B0716LDKFQ,-1.0,1,0,0,1,0.0,0.0,100.0
B0716LXY49,-1.0,1,0,0,1,0.0,0.0,100.0
B0716NWHCQ,1.0,2,2,0,0,100.0,0.0,0.0
B0716P4L73,1.0,1,1,0,0,100.0,0.0,0.0
B0716PHSR3,-0.2,5,2,0,3,40.0,0.0,60.0
B0716Q1NRL,1.0,1,1,0,0,100.0,0.0,0.0
B0716QP8SR,-1.0,1,0,0,1,0.0,0.0,100.0
B0716QWFLQ,0.5,2,1,1,0,50.0,50.0,0.0
B0716RCRGZ,1.0,1,1,0,0,100.0,0.0,0.0
B0716SG8FB,1.0,1,1,0,0,100.0,0.0,0.0
B0716VQRT6,0.25,4,2,1,1,50.0,25.0,25.0
B0716WNVHL,0.0,1,0,1,0,0.0,100.0,0.0
B0716XHF8M,1.0,1,1,0,0,100.0,0.0,0.0
B0716YBYN8,1.0,1,1,0,0,100.0,0.0,0.0
B0716Z2PZ5,1.0,1,1,0,0,100.0,0.0,0.0
B0716Z96X2,-1.0,1,0,0,1,0.0,0.0,100.0
B0716ZQJ6P,0.0,1,0,1,0,0.0,100.0,0.0
B07171CZHJ,1.0,1,1,0,0,100.0,0.0,0.0
B07171DC3Y,1.0,1,1,0,0,100.0,0.0,0.0
B07172D2L2,-1.0,1,0,0,1,0.0,0.0,100.0
B071744CBX,1.0,1,1,0,0,100.0,0.0,0.0
B07174B4FR,1.0,1,1,0,0,100.0,0.0,0.0
B071752HY6,-1.0,1,0,0,1,0.0,0.0,100.0
B07175R5XR,-1.0,1,0,0,1,0.0,0.0,100.0
B07175TMXS,1.0,1,1,0,0,100.0,0.0,0.0
B07175ZSQ8,1.0,2,2,0,0,100.0,0.0,0.0
B071762RG7,1.0,1,1,0,0,100.0,0.0,0.0
B07176DGS9,-0.5,2,0,1,1,0.0,50.0,50.0
B07176Q3C2,1.0,1,1,0,0,100.0,0.0,0.0
B07177NC3K,-0.5,2,0,1,1,0.0,50.0,50.0
B0718VWCB9,1.0,1,1,0,0,100.0,0.0,0.0
B0718WF252,1.0,1,1,0,0,100.0,0.0,0.0
B0718X2S6Q,1.0,1,1,0,0,100.0,0.0,0.0
B0718X565Z,1.0,1,1,0,0,100.0,0.0,0.0
B0718XR8XC,1.0,1,1,0,0,100.0,0.0,0.0
B0718XTM9J,0.0,1,0,1,0,0.0,100.0,0.0
B0718XXDBC,-0.3333333333333333,3,1,0,2,33.33333333333333,0.0,66.66666666666666
B0718YKQZL,1.0,1,1,0,0,100.0,0.0,0.0
B0718YMDCT,1.0,1,1,0,0,100.0,0.0,0.0
B0718YYK2K,1.0,1,1,0,0,100.0,0.0,0.0
B0718Z3T6Y,1.0,1,1,0,0,100.0,0.0,0.0
B0719186RD,1.0,1,1,0,0,100.0,0.0,0.0
B071937W3M,1.0,1,1,0,0,100.0,0.0,0.0
B07194F8HF,1.0,1,1,0,0,100.0,0.0,0.0
B07194Q1KS,1.0,1,1,0,0,100.0,0.0,0.0
B071956ZTY,1.0,1,1,0,0,100.0,0.0,0.0
B071958MWY,1.0,1,1,0,0,100.0,0.0,0.0
B07195L5SB,1.0,1,1,0,0,100.0,0.0,0.0
B07196TZCW,1.0,1,1,0,0,100.0,0.0,0.0
B07197ZWMH,1.0,1,1,0,0,100.0,0.0,0.0
B07198VFSL,1.0,1,1,0,0,100.0,0.0,0.0
B07199JVV7,-1.0,1,0,0,1,0.0,0.0,100.0
B0719BXTVB,1.0,1,1,0,0,100.0,0.0,0.0
B0719CGXYS,-1.0,1,0,0,1,0.0,0.0,100.0
B0719CPW2T,1.0,1,1,0,0,100.0,0.0,0.0
B0719D98VS,1.0,1,1,0,0,100.0,0.0,0.0
