parent_asin,main_category,title,average_rating,rating_number,price,performance_target,predicted_performance_score
B0C5R2628T,Appliances,"Waterdrop DA97-17376B Replacement for Samsung HAF-QIN/EXP, DA97-08006C, RF28R7201SR, RF28R7351SG, WD-F45, Replacement Water Filters",4.6,2114,15.59,35.22132642080974,35.21836940147261
B00L4G7ZWK,Appliances,Electrolux 297243800 Light Switch,4.6,152,18.5,23.1400144384052,23.141810525268873
B00M0YXT0W,Appliances,"LG 6931EL3003D Genuine OEM Thermal Fuse For LG Dryers,Silver",4.6,1492,14.94,33.61929686868027,33.61437877659469
B08Q8ZJQH4,Appliances,Dometic 9108873681 OEM Inner Water Heater Tank Kit | Legacy Part #91059,4.6,280,429.99,25.936431478935226,25.9364308963655
B00KJ07SEM,Appliances,Waterfall Filter - Refrigerator Water Filter Compatible with GE MWF SmartWater Water Filter Cartridge,4.6,4349,24.99,38.53848317078056,38.535721822819404
B01N7F6M2S,Appliances,"PUREPLUS 4396508 Refrigerator Water Filter, Replacement for EDR5RXD1, EveryDrop Filter 5, 4396510, 4392857, Kenmore 46-9010, 9085, LC400V, WF-NLC240V, RFC0500A, WF285, W10186668, 3Pack",4.6,499,29.99,28.58719725274208,28.58673146564779
B07DMF7964,Appliances,"OEM LG Dryer Lint Filter For LG Models DLE1001W, DLE1101W, DLE1501W, DLE4801W, DLE4870W, DLE4970W",4.6,310,29.99,26.403047396024473,26.401705930136963
B084ZLWMCP,Appliances,"PUREPLUS DA97-17376B Refrigerator Water Filter Replacement for Samsung HAF-QIN, HAF-QIN/EXP, DA97-08006C, RF23M8070SG, RF23M8070SR, RF23M8090SG, RF23M8090SR, RF23M8570SR, RF23M8590SG, 4Pack",4.6,1374,41.99,33.24056144646308,33.23802599210089
B07BNH1TYV,Appliances,"ICEPURE ADQ36006101 Refrigerator Water Filter Replacement for LG LT700P, KENMORE 9690, 46-9690, ADQ36006102, 469690, LFXC24726S, RWF1200A, 4 Combo",4.6,297,39.99,26.20663003792486,26.207242831352616
B082BMHHRH,Appliances,Romalon Thermal Fuse & Thermostat Replacement Compatible for Dryer Includes 6931EL3003D Thermal Fuse 6931EL3001F Dryer Thermostat Replaces PS3530485 dle5955w,4.6,727,10.99,30.315384821704754,30.315192094307708
B006IA86RK,Appliances,Supco LP116 Water Pump,4.6,28,11.35,15.48956081793778,15.482817778878669
B00AF7UQX4,Appliances,LG Electronics 4036ER4001B Washing Machine Tub Seal/Gasket,4.6,354,9.2,27.01174183158691,27.009398068152954
B07YTJC47H,Appliances,[W10238100 Valve OEM Mania] IMV-8100 W10238100 WPW10238100 W10498990 NEW OEM Produced for Whirlpool Kenmore Refrigerator Water Inlet Valve by Robertshaw Replacement Part W10342318 AP6017532,4.6,331,31.59,26.703620857015842,26.703750903501945
B00W4YHU3A,Appliances,"Supco ES9400 Infinite Switch Replaces 3149400, 3148954, 9148953, 311859, 310180, PS11740783, WP3149400VP",4.6,156,23.99,23.258730704602215,23.259880203622433
B00AH5ZKFS,Appliances,LG AJU73753101 Genuine OEM Water Inlet Valve Assembly for LG Refrigerators,4.6,322,122.8,26.577200686824217,26.576911885189624
B01FGOEG6S,Appliances,"Whirlpool W10820039 Hub, Replaces 280145, 8545948, 8545953, and W10118114, White",4.6,171,18.22,23.678474593341882,23.678474593341885
B00DM8J6RK,Appliances,Whirlpool 40111201 Dryer Drum Belt,4.6,300,14.6,26.252707217844826,26.252089305913632
B01LYEBD6C,Appliances,ERP WB20K10026 Oven Thermostat,4.6,140,36.84,22.764295495739574,22.765883921602402
B00AUDABUG,Appliances,LG Electronics 5210JA3004U 5/16-Inch Refrigerator Plastic Tubing,4.6,271,16.99,25.786689504961586,25.77159472163671
B079YN74XG,Appliances,"EXCELPURE ADQ73613401 Replacement for LG LT800P, ADQ73613402, ADQ736134, ADQ73613408, Kenmore 9490,46-9490, 2PACK, LMXS30776s, LSXS26326S, LSXS26366S, LSXS26366D, LMXC23746S, LMXC23746D, RWF3500A",4.6,564,17.99,29.14939836327363,29.148174167992675
B00DNGULGQ,Appliances,Magic Chef Gas Range Oven Stove Ignitor Igniter 12400035,4.6,322,21.95,26.577200686824217,26.577625069541355
B01APUFX2O,Appliances,"Refresh Replacement for LG LT800P, ADQ73613401 and Kenmore Elite 46-9490, 9490, 469490, ADQ73613402 Refrigerator Water Filter (4 Pack)",4.6,556,39.99,29.083800103665506,29.08363359637623
B00TVHG8YU,Appliances,"LG EBF49827801 Switch Assembly, Locker",4.6,35,22.26,16.484187116898106,16.479032983315314
B00HOK51BW,Appliances,WR60X179 REFRIGERATOR CONDENSER FAN MOTOR REPLACEMENT - 2W CW 1550RPM - REPLACES MANY BRAND MOTORS AT MORE AFFORDABLE PRICE,4.6,162,44.65,23.431250923711104,23.431247460963867
B00W0TIZE2,Appliances,"Refresh Replacement for Samsung Aqua-Pure Plus DA29-00003G, DA29-00003A, DA2900002B, DA2900003, DA2900003F, DA290002, HAFCU1, HAFIN2 and Waterdrop WD-DA-29-00003G Refrigerator Water Filter (3 Pack)",4.6,786,37.99,30.673849942720054,30.67009879757838
B077BG6KCQ,Appliances,PRYSM Dryer Element Replaces DC47-00019A,4.6,847,25.99,31.017250924642752,31.01265581271816
B08XYVNMZG,Appliances,"Overbest MWF Water Filter, Replacement for GE® MWF Refrigerator Water Filter and GE® smartwater MWFP, MWFA, GWF, HDX FMG-1, WFC1201, GSE25GSHECSS, Kenmore 9991, RWF1060, 197D6321P006, 3 Filters",4.6,1062,25.99,32.056711740372954,32.07934182377894
B010JRV0UM,Appliances,"Whirlpool W10780048 Suspension, 24"", White",4.6,808,47.91,30.800675018469057,30.79531383651201
B07QHWWYR9,Appliances,"ICEPURE ADQ747935 Replacement for LG LT1000P Kenmore Elite 9980 MDJ64844601 LT1000, LT1000PC, ADQ74793501 LMXS28626S, LMXS30796S LMXC23796S, LFXC22526S Refrigerator Water and LT120F Air Filter, 2Combo",4.6,1282,26.99,32.921999277231926,32.926551372113025
B008B7W40S,Appliances,"Broan Model BPS1FA30 Range Hood Filter - 11-3/4"" X 14-1/4"" X 3/8"" Grease Filter BPS1FA30, 99010299 Replacement for NuTone Allure 30"" WS1 QS2 and Broan QS1 30",4.6,1971,20.99,34.89929626174787,34.9083179965716
B07FVJNRLQ,Appliances,Ultra Durable 35-6780 21001906 Washer Drain Pump with Pulley Replacement Part by BlueStars - Exact Fit for Maytag Admiral Magic Chef Washers - Replaces 35-6434 WP35-6465 WP35-6780 AP6008663 21001906,4.6,415,25.87,27.74115219720181,27.729622011883826
B07DQFHTVS,Appliances,"JACS Upgraded Samsung Dryer Roller Replacement Kit | Compatible with Samsung Dryer Parts DC97-16782A Samsung Dryer Assembly Roller, DC93-00634A Dryer Idler Pulley & 6602-001655 Samsung Dryer Replacement Belt",4.6,4838,28.99,39.02853148724927,39.04648335723296
B07P399RBG,Appliances,Ultra Durable MJX41178908 Refrigerator Water Inlet Valve DIRECT Replacement for OEM Part by BlueStars - Easy to Install - Exact Fit for LG & Kenmore - Replaces AP4451762 PS3536019 AH3536019,4.6,633,20.97,29.679425190411237,29.68043993487978
B01N95CQ5E,Appliances,"EXCELPURE UKF8001 Replacement for Whirlpool FILTER 4, EDR4RXD1, 4396395, WRX735SDBM00, RWF0900A, EFF-6007A, MFI2568AES, MFI2569VEM, RFC0900A, WF295, PURICLEAN II, Refrigerator Water Filter, 2PACK",4.6,403,21.99,27.60650843862129,27.605021872388505
B078QVZLNF,Appliances,"Compatible Dryer Heating Element for Samsung DV42H5200EW/A3-0000, Maytag MDE6700AYW, Samsung DV337AEL/XAA-0000, Samsung DV431AEW/XAA-001 Dryers",4.6,430,25.49,27.904097214477236,27.905475690470396
B00AF7UY86,Appliances,LG Electronics 4986ER0004 Washing Machine Door Boot Gasket without Drain Port,4.6,47,136.9,17.807524650176298,17.820899738864313
B01MZYX4UW,Appliances,K2 EMF Meter Authentic Certified Made in USA Plus Free GhoSt Augustine Flashlight,4.6,605,64.9,29.471647935918842,29.47179624016052
B00YD3MN5K,Appliances,2-Pack Denali Pure Replacement for Kenmore 46-9006 Refrigerator Water Filter - Compatible with Kenmore 46-9006 Fridge Water Filter Cartridge,4.6,398,23.99,27.54922251769337,27.545525745130227
B09L4PT2R8,Appliances,"Maxblue RPWFE (with CHIP) NSF 401 Certified Refrigerator Water Filter, Replacement for GE® RPWFE, RPWF, WSG-4, WF277, GFE28GMKES, PFE28KBLTS, GFD28GSLSS, PWE23KSKSS, GYE22HMKES, DFE28JSKSS, 2 Filters",4.6,1696,63.74,34.20843942007744,34.2086678806551
B01LZJUZUK,Appliances,"K&J Replacement GE MWF Compatible Water Filter - For GE Smartwater Water Filter MWF, NSF 42 certified (3 Pack)",4.6,805,34.01,30.783585215530486,30.785977994577912
B07VMBZ8C7,Appliances,3363394 Washer Drain Pump Replacement Parts Compatible with Whirlpool Kenmore Maytag Washing Machine 3352492 21024 3348215 3348014 AP6008107 PS11741239,4.6,770,13.59,30.57936651839131,30.583687880382058
B00838WK4A,Appliances,"Miele Carecollection Descaler for Dishwasher & Laundry Machines, 250 g",4.6,495,16.9,28.550249262934667,28.552337894010343
B00AYBLIPQ,Appliances,LG 4581DD3002A Genuine OEM Dishrack Roller for LG Dishwashers,4.6,358,65.93,27.06328298704608,27.06210647005636
B00UNQTBWO,Appliances,ERP 303836 Dryer Blower Wheel,4.6,190,12.0,24.160457769014496,24.158011801610197
B07DQCCV8W,Appliances,"JACS Upgraded Samsung Dryer Repair Kit | Samsung Dryer Idler Pulley DC93-00634a, Samsung Dryer Belt 6602-001655 - Samsung Dryer Parts Compatible with DV45H7000EW A2 DV42h5200ew A3 DV48h7400ew A2",4.6,4122,16.99,38.29194713045174,38.25983569174214
B004XLDY14,Appliances,Whirlpool 694089 Dryer Blower Wheel,4.6,219,25.05,24.810686713220864,24.806701119176783
B07DXBMVD2,Appliances,"Whirlpool 4396006RW Genuine OEM Elbow Vent Connector For Dryers, Aluminium Accessory – Replaces 4396006",4.6,1862,11.92,34.6377395047673,34.64121045509633
B00M10A5EI,Appliances,LG 4933DD3001B Genuine OEM Door Cable for LG Dishwashers,4.6,365,17.95,27.15211333364628,27.155080434835753
B010G7R95A,Appliances,ERP WH23X10030 Washer Drain Pump,4.6,409,33.35,27.674322934612427,27.673411679949627
B07TW2HWTB,Appliances,"Whirlpool W10208631A Filter, 1 Count (Pack of 1), Silver",4.6,1169,15.96,32.497891527842285,32.49760034992691
B07VGCSGTZ,Appliances,[FBA] NEW OEM Produced IMV708 W10408179 4389177 for Whirlpool Kitchenaid Kenmore Regrigerator Water Valve by Robertshaw Replacement Part,4.6,534,27.5,28.898427035721628,28.896015369908564
B003BIGDK4,Appliances,ERP WR60X10141 Refrigerator Evaporator Fan Motor,4.6,383,28.69,27.372955741903542,27.3727086756896
B00K3F3YAK,Appliances,"Whirlpool, Kenmore/Sears Washer Timer Knob Replacement New (Black with a Chrome Center)",4.6,45,12.7,17.611750423849838,17.61511081394357
B00QFUZ89C,Appliances,"Bosch 00615079 Micro Filter, Gray",4.6,111,18.46,21.70509480795743,21.704609225734462
B07JF3R1WP,Appliances,4681EA2001T Water Drain Pump compatible with LG Washer Washing Machine 4681EA2001D,4.6,498,26.95,28.577988040456983,28.57742141758051
B077S7K2SN,Appliances,"HiWater 4396508 Refrigerator Filter Compatible with Whirlpool EDR5RXD1, W10186668, 4396510, NLC240V, 4396508P, Filter 5, 4392857, 46-9010 - 3 Pack",4.6,614,18.39,29.53946243190998,29.53796051750409
B07W7Z1C1Y,Appliances,2315539 Refrigerator Evaporator Fan Motor Compatible with Whirlpool Kenmore Refrigerator Replaces wp2315539 2219689 2225625 W10438708 WP2315539VP AP6007247 PS11740359,4.6,995,17.39,31.757237384889148,31.75598332464818
B083HRNMML,Appliances,"[Upgraded] DG64-00472A/ DG64-00347A Stove Knobs Compatible with Samsung Gas Range, Reinforced Stainless Steel Protection Power Ring, Control Knobs Replacement for Samsung Burner Oven (5 Pack)",4.6,792,27.99,30.708786819520295,30.70884032448574
B01M8MXPYM,Appliances,Motor Coupling Replacement Part for 285753A - Compatible with Whirlpool Washer - Metal Reinforced Core by DR Quality Parts,4.6,1494,6.98,33.62545483479401,33.62347679383309
B00GVL0U7K,Appliances,"Whirlpool 661570V Dryer Drum Belt, Black",4.6,418,15.74,27.77420623164183,27.774312476036513
B0C6K74SVR,Appliances,"Waterdrop DA97-17376B NSF 53&42 Certified Refrigerator Water Filter, 𝐑𝐞𝐝𝐮𝐜𝐞 𝐏𝐅𝐀𝐒, Replacement for Samsung HAF-QIN/EXP, HAF-QIN, DA97-08006C, RF28R7351SG, RF23M8570SR, 3 Filters",4.6,634,32.99,29.68667499490638,29.68529235530004
B07DP5J1GV,Appliances,"Air Filter Factory Replacement For Broan Nutone LL62F, LL6200, MM 6500 Range Hood Aluminum Grease Mesh Charcoal Carbon Combo Filter 8.5 x 11.25 x .375",4.6,828,9.87,30.913012713622354,30.899684819199802
B07W7KWB6P,Appliances,"BestAir 3BT, Original BT Humidifier Bacteriostatic Water Treatment, 32 oz (2 Pack) …",4.6,2366,19.49,35.739141603764324,35.73289087948601
B074P7VPNF,Appliances,"Upgraded Lifetime Appliance 5304506471 Door Handles Compatible with Frigidaire Refrigerator - 5304504510, 5304504509 Black 17""",4.6,1089,18.02,32.17209168602667,32.15096003743663
B00AUDA03O,Appliances,LG AJL72911502 Genuine OEM Water Tank Assembly for LG Refrigerators,4.6,197,49.35,24.32602834119486,24.325553118555177
B01MG8ASOP,Appliances,"EXCELPURE 4396508 Replacement for Whirlpool EDR5RXD1,4396510, KitchenAid 4392857,EveryDrop FILTER 5,Kenmore 9010,NL240,LC400v, RWF0500A, WF285,R-9010,WF-NL300,WSW-1,Refrigerator Water Filter,1PACK",4.6,247,12.99,25.361772232358916,25.360464519068987
B008YDSJT4,Appliances,"Whirlpool 349241T Replacement Parts, White",4.6,447,11.94,28.082048869108927,28.079459699419417
B0041SXMUM,Appliances,"Supco Washer Water Pump, Whirlpool Replacement Part No. LP116",4.6,1935,13.09,34.814544632048,34.80875469494444
B00DM8J882,Appliances,Electrolux 5303935058 Terminal Block Kit,4.6,59,5.99,18.83398498622166,18.834745334111396
B07G82X8H7,Appliances,"GOLDEN ICEPURE DW2042FR-09 Aqua Crystal Water Filter Replacement for Daewoo DW2042FB, 1Pack, Kenmore 469130, Refrigerator 111.7304561, 60199-0006802-00, FRN-Y22D2V, FRN-Y22D2W, FRNY22F2VI, 3019986700",4.6,729,15.98,30.328004857055205,30.32055252678208
B00P7NYOE8,Appliances,"Aqua Fresh UKF8001 Refrigerator Water Filter Replacement Compatible with UKF8001, RWF0900A, Filter 4, EDR4RXD1, UKF8001P, UKF8001AXX, 4396395, 469006, FMM-2 (1 Pack)",4.6,221,22.67,24.852315956612482,24.85210547272437
B071QYVKTQ,Appliances,Refrigerator Freezer Door Gasket DA97-05557Y,4.6,419,78.0,27.785171671876103,27.78187288278829
B07V82HC7Q,Appliances,"AMI PARTS DC31-00055G, DC31-00055H, DC31-00055D OEM Dryer Induction Motor Compatible with sam-Sung & Ken-More Dryer, Replaces PS4204647, DC96-00882C, PS4133825",4.6,306,69.99,26.343499638901104,26.342143040360632
B08FCZC2VT,Appliances,SWEETJOB W10528947 Basket Driven Hub Kit Replacement for Washing Machine Replaces W10396887/W10528947VP,4.6,370,9.19,27.2145294879942,27.21808752186571
B00LOX24E2,Appliances,Jenn air JGA8100ADB Stove Cartridge Assembly,4.6,329,284.0,26.675826210518416,26.67387130755919
B004FO8JZ0,Appliances,ERP WB44T10010 Bake Element,4.6,802,25.05,30.7664316841551,30.770255655323965
B078G97P22,Appliances,Ultra Durable WD35X21038 Dishwasher Lower Rack Roller Wheel and Stud Kit by BlueStars - Exact Fit for GE Hotpoint Kenmore Dishwashers - Replaces WD12X10267 PS11726733 AP5986365 - PACK OF 8,4.6,621,9.69,29.591524426600223,29.59240808812072
B01MFAI7I7,Appliances,"EXCELPURE 5231JA2006A Replacement for LG LT600P,5231JA2006B, Kenmore 46-9990, 5231JA2006F,R-9990, 5231JA2006E, LFX25975ST, LFX25960ST, EFF-6003A, LFX23961ST, SGF-LB60, Refrigerator Water Filter, 1PACK",4.6,89,13.99,20.699124483519217,20.698599024614595
B07DM18W85,Appliances,French Door Refrigerator Spring For Samsung DA81-01345B Compatible With Models RF267AFWP RF267HERS RF268ABBP RF268ABPN RF268ABRS RF268ABWP,4.6,854,5.98,31.055066757109092,31.051681789835605
B0CBSG495Q,Appliances,"Broan-NuTone BCSQ130SS Three-Speed Glacier Under-Cabinet Range Hood with LED Lights ADA Capable, 1.5 Sones, 375 Max Blower CFM, 30-Inch, Stainless Steel",4.6,961,179.55,31.597466473062248,31.59245792663567
B00A9X8PSW,Appliances,ERP B5103 Range Bake Element,4.6,181,18.63,23.938430760553256,23.942962187850018
B0B2K8T91L,Appliances,"HECASA Replacement for 240534901 Refrigerator Door Shelf Door Bar Rack Compatible with Frigidaire Replacement for AP3214630 PS734935 24.6""x4.33""x3.14""",4.6,250,13.5,25.4170835200062,25.40747221700169
B07T8Q3NSN,Appliances,"UPGRADED Lifetime Appliance 8531233 Silverware Basket Compatible with Whirlpool, Kenmore Dishwasher - WP8531233",4.6,568,35.41,29.18184999698112,29.181239526693563
B00EMK1YUY,Appliances,Turbo Air 30227Q1300 Blue Refrigerator Sensor for Tsr23/49/72Sd,4.6,14,48.41,12.457030925070166,12.45703092507015
B07B4HN8MQ,Appliances,"PureSpring NSF 42 Certified Replacement Samsung Refrigerator Water Filter for DA29-00020B, RF26J7500SR, DA29-00019A, HAF-CIN, HAF-CIN/EXP, RH22H9010SR/AA, RS261MDRS, RF263BEAESR, RF23HCEDBSR 3 pk",4.6,404,35.97,27.617880508690074,27.606266871476542
B00G5N0GHS,Appliances,LG 3550W1A126D,4.6,123,17.51,22.17329520178317,22.174031169806746
B07HW24CHY,Appliances,ERP W10766544 Range Knob,4.6,325,10.0,26.619727954286855,26.616758032492015
B00HNQASJC,Appliances,Manitowoc Ice 2301343 Rocker Switch,4.6,14,22.9,12.457030925070166,12.448441152579546
B0892B3VWM,Appliances,Inkbird Digital Wi-Fi Humidity Controller IHC-200 Dual Outlet Pre-Wired Humidistat for Mushroom Growing Curing Meat Reptile Greenhouse Support Humidifier Dehumidifier Fan iOS&Andriod.,4.5,509,59.99,28.05484826573267,28.058193798725807
B09GHK3F4Y,Appliances,"Builder's Best 084718 All Metal SAF-T Single Elbow Dryer Vent Duct Kit, UL Listed, 4"" Diameter x 8' Length, Silver",4.5,1721,41.5,33.53058758244454,33.5252222846718
B01IRVL3TA,Appliances,"Shop Vac Vacuum Cleaner 5, 10, 15, 20, Gallon Sponge Filter, 6 High # SVR-1800",4.5,120,13.2,21.581057455185338,21.581427827646493
B089CJXQFB,Appliances,"Kismile 1.1 Cu.ft Compact Upright Freezer with Reversible Single Door,Removable Shelves Free Standing Mini Freezer with Adjustable Thermostat for Home/Kitchen/Office",4.5,1602,159.99,33.20834468674299,33.22172331691176
B0BXLW6KL4,Appliances,"Broan-NuTone BCSD130BL Glacier 30-inch Under-Cabinet 4-Way Convertible Range Hood with 2-Speed Exhaust Fan and Light, Black",4.5,2329,138.98,34.89130595951886,34.89483556441338
B0BTBPW4KB,Appliances,"Portable Ice Maker for Countertop, 9 Ice Cube Ready in 7 Mins, 26 lbs in 24 hrs, Ice Maker Machine with Basket and Scoop for Home Bar Office Dorm Camping RV Parties Drinks, 2 Size Bullet Ice",4.5,782,74.09,29.984097131958613,29.98335980254491
B0BZCPJYNP,Appliances,"Ice Makers Countertop, Self-Cleaning Function, Portable Electric Ice Cube Maker Machine, 9 Pebble Ice Ready in 6 Mins, 26lbs 24Hrs with Ice Bags and Scoop Basket for Home Bar Camping RV(Mint Green)",4.5,722,69.99,29.62534149971444,29.626444300910702
B07FV2PXD7,Appliances,"COSMO 668WRCS75 Wall Mount Range Hood with Ducted Exhaust Vent, 3 Speed Fan, Soft Touch Controls, Tempered Glass, Permanent Filters in Stainless Steel, 30 inches",4.5,1040,256.99,31.265716808767362,31.265148429684768
B07LHDCDCD,Appliances,"Deco Rapid Portable Automatic Electric Countertop Ice Maker - 6 Great Colors Compact Top Load 26 Lbs. Per Day Great For Party Hosting Never Run Out Of Ice Again, Self Cleaning (Blue)",4.5,2338,89.99,34.908654449628806,34.900759878185234
B0C4SPLL78,Appliances,(2023 Update) 341241 Dryer Drum Belt Replacement Part by BlueStars - Exact Fit for Whirlpool Kenmore Dryer - Replaces 8066065 AP2946843 W10127457 PS346995 14210003 31531589 31001026 3394651 529597,4.5,5868,8.61,39.048477932512505,39.040245166387464
B0BW96YJ6R,Appliances,"Broan-NuTone NuTone BCDF136SS Glacier Range Hood with Light Exhaust Fan for Under Cabinet, Stainless Steel, 36-Inch",4.5,632,294.95,29.027116899648792,29.022756865215637
B0BTQWY9P1,Appliances,"Tier1 8171413 Refrigerator Water Filter 3-pk | Replacement for Whirlpool 8171413, Kenmore 9002, EDR8D1, 469002, 8171414, WF286, WSW-4, WFI-NLC200, Fridge Filter",4.5,1206,27.68,31.931519494938893,31.925499788885542
B09LZ3TD7X,Appliances,"Washing Machine Cover,Front Load Machine Cover,With Zipper Design for Easy Use,Waterproof Dust-proof Moderately Sunscreen(W29D28H40in,Colorful Leaves)",4.5,1160,23.99,31.75666641764051,31.755532335940348
B0922X36ZK,Appliances,"hOmeLabs Digital Countertop Dishwasher with 6 Place Settings - Energy Star Certified with 7 Programs - with Dish Rack, Cup Shelf, and Cutlery Basket - Ideal for Small Apartments, Dorms, Boats, and RVs",4.5,2815,302.49,35.7438272277507,35.731856514812414
B09NY6QZWC,Appliances,Omont Dryer Vent Hose 4 Inch 5FT Flexible Dryer Ducting Tube Air Duct Aluminum Insulated Flex Hose Kit Indoor Outdoor,4.5,3528,13.98,36.75946420653871,36.76197029690678
B0BTHMKMFS,Appliances,"Broan-NuTone Glacier 30-Inch Under-Cabinet 4-Way Convertible Range Hood with 2-Speed Exhaust Fan and Light, 300 Max Blower CFM, Stainless Steel",4.5,301,260.0,25.696921578186913,25.696306306317368
B0BT8TKBY8,Appliances,Whynter CUF-301BK 3 cu. ft Energy Star Upright Freezer with Lock – Black,4.5,6057,331.99,39.19110746214232,39.194210563650955
B07YN7TPW3,Appliances,Cosmo Range Hood Filter Genuine Charcoal Filter (CFK1-TM),4.5,692,28.9,29.434634996354564,29.43058792441275
B07DM7XFF3,Appliances,"Fisher Paykel DD24DI9N 24 Inch Fully Integrated Dishwasher with 9 Wash Cycles, 14 Place Settings, DishDrawer Technology, Ergonomic",4.5,7,1799.0,9.35748693755926,9.359566379100965
B0B9SH64N5,Appliances,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door, Adjustable Thermostat, Refrigerator for Dorm, Office, Bedroom, Black-BR321",4.5,1491,139.99,32.885427513436674,32.88468682365311
B0C6CYJM4S,Appliances,"SNDOAS Black Range Hood 30 inches,Vent Hoods in Black Painted Stainless Steel,Wall Mount Range Hood,Kitchen Hood Vent with Ducted/Ductless Convertible,Hood Vents for Kitchen",4.5,263,183.44,25.09177096415842,25.089027472507745
B07JXZ1BJ7,Appliances,"Colorfullife Replacement Parts for Shark Ion Robot RV700, RV720, RV750, RV750C, RV755 , NOT Fit RV700N, RV750N, Replacement Part RVFFK700 and RVSBK700",4.5,1750,17.99,33.605740495286334,33.60080756081082
B0BS8D4QB2,Appliances,"Cenipar 97007696 Charcoal Odour Filter for Range vent hood (8 3/4"" X 10 1/2"" X 3/8"")-2 Pack",4.5,1125,16.16,31.618920639148364,31.623970372907706
B0C6KMHKJ4,Appliances,"BANGSON Compact Fridge 3.2 CU.FT. Mini Refrigerator - Small Dorm Fridge with Freezer - 38 dB Low Noise - Adjustable Temperature - Reversible Door - An Idea Gift for Women and Kids, Silver",4.5,496,139.99,27.93865511743483,27.938824070751078
B08C6GQKQW,Appliances,"Portable Countertop Dishwasher, 5 Washing Programs, Built-in 3-Cups Water Tank, 3D Cyclone Spray, Fruit & Vegetable Cleaning with Basket, High Temperature, Air Drying - Lights, Faucet Adapter Included",4.5,1984,308.0,34.17018386904581,34.16106760945357
B0BRN9S4QX,Appliances,"FOTILE Range Hood Under Cabinet Kitchen Stainless Steel Wall Mount with LED Light (Silver Gray Cooktop Bundle, 30 inches)",4.5,386,2498.0,26.81291111863402,26.812327168037577
B0958RLTSY,Appliances,"Awoco RH-R06-36 Rectangle Vent 6"" High Stainless Steel Under Cabinet 4 Speeds 900CFM Range Hood with LED Lights (36""W Rectangle Vent)",4.5,492,350.0,27.902291283192106,27.903012132329874
B0C41SQ3X8,Appliances,"COSMO 63175 30 in. Wall Mount Range Hood with Efficient Airflow, Ducted, 3-Speed Fan, Permanent Filters, LED Lights, Chimney Style Over Stove Vent in Stainless Steel, Exhaust",4.5,3750,212.5,37.033999875368494,37.02764213076867
B087B9YCX4,Appliances,"CROWNFUL Ice Maker Countertop Machine, 9 Bullet Ice Cubes Ready in 8 Minutes, 26lbs Ice in 24H, Electric Portable Ice Maker with Scoop and Basket for Home, Kitchen, Office, Party, Black",4.5,4976,99.99,38.306621604863494,38.30642519970138
B07NPW4SFH,Appliances,"Pack of 2, Dryer Drum Roller DC97-16782A",4.5,358,19.5,26.474950748197255,26.4773234759798
B07MDF82WP,Appliances,"KSTK1 27-inch Laundry Stacking Kit for LG Washer & Dryer, Chrome Coated Metal Stackable Washer Dryer Kit with Installation Instructions",4.5,269,38.99,25.192898815492686,25.187387987800662
B07TXS441N,Appliances,4392067 Dryer Repair Kit Whirlpool Replacement Maytag Bravos Dryer AP3109602 PS373088 WED9200SQ0 MEDB835DW4 MEDB855DC4 WED5600XW0 WED8500DC3 GEW9250PW1 MED5100DW0 WED5500XW0 WED5800BW0 WED8000DW3,4.5,1762,19.95,33.63647482079041,33.63672009124676
B0B9NCB4KS,Appliances,"Silonn Ice Maker Machine for Countertop, 9 Bullet Cubes Ready in 6 Minutes, 26lbs 24Hrs Portable Self-Cleaning, 2 Sizes of Bullet-Shaped Home Kitchen Office Bar Party, Red (WSIM02)",4.5,349,92.8,26.360699195175567,26.362091554449123
B06Y5HZW27,Appliances,"4.4 LB Dishwasher Salt - Water Softener Salt - Compatible with Bosch, Miele, Whirlpool, Thermador and More (2 KG)",4.5,1067,19.99,31.380943587840633,31.380932766336777
B00MZH0QP0,Appliances,( 2 PACK ) AP3132867 - DRYER THERMAL FUSE for Whirlpool Kenmore Sears Maytag Roper KitchenAid Amana Admiral and others - Thermofuse located on Blower wheel cover area,4.5,77,10.13,19.605189720103162,19.60518232304555
B00838IC92,Appliances,"Eastman Ice Maker Installation Kit, 1/4 Inch x 15 Foot Copper Tube, 48398",4.5,493,26.08,27.911409827345654,27.909946990094888
B0C6L6LLS9,Appliances,"Broan-NuTone PM300SS Custom Power Pack Range Hood Insert with 2-Speed Exhaust Fan and Light, 300 Max Blower CFM, Stainless Steel, 21-Inch Built",4.5,1865,183.52,33.891985716332805,33.89337721740686
B00009W3GJ,Appliances,"Deflecto Aluminum Dryer Vent Elbow, Fully Adjustable, 4"", Silver (DE904)",4.5,1139,10.53,31.674525936248436,31.66617991993376
B09LTSNCSC,Appliances,"Mr.You Wash Machine Cover,Washer/Dryer Cover for Front-loading Machine,With Double Zipper Design Washing Machine Cover",4.5,1397,24.88,32.5925906525719,32.59485645689508
B07X7LBRW7,Appliances,"WPW10195677 W10195677 Dishwasher Diverter Valve Diverter Motor Seal Grommet Gasket ，Compatible with Whirlpool, KitchenAid,Maytag and More.",4.5,847,15.99,30.342962861063565,30.335653987156483
