parent_asin,main_category,optimal_price_min,optimal_price_max
B00OQUSC1O,Appliances,4.99,629.0
B07M7FQ1CP,Appliances,4.99,629.0
B00E0CW9MG,Appliances,4.99,629.0
B00MH4EV70,Appliances,4.99,629.0
B00DM8MDN4,Appliances,4.99,629.0
B01ECZVWAU,Appliances,4.99,629.0
B00E0CWKMK,Appliances,4.99,629.0
B005B9CI3C,Appliances,4.99,629.0
B00E0CWV60,Appliances,4.99,629.0
B00M0YW9OY,Appliances,4.99,629.0
B08FDBWDH4,Appliances,4.99,629.0
B00H5HPDWG,Appliances,4.99,629.0
B00545AUUG,Appliances,4.99,629.0
B005B9CTQS,Appliances,4.99,629.0
B00ZFS3OQ4,Appliances,4.99,629.0
B003VRRBF6,Appliances,4.99,629.0
B00OB1YETM,Appliances,4.99,629.0
B00DM8LE8E,Appliances,4.99,629.0
B00E0CW0VQ,Appliances,4.99,629.0
B00DM8KEN0,Appliances,4.99,629.0
B00DM8M6DG,Appliances,4.99,629.0
B00DM8MALY,Appliances,4.99,629.0
B00M109HBU,Appliances,4.99,629.0
B00MHIMW04,Appliances,4.99,629.0
B00DM8KAHU,Appliances,4.99,629.0
B00HUAIGN6,Appliances,4.99,629.0
B00HNEJHT6,Appliances,4.99,629.0
B07R4Z4RGD,Appliances,4.99,629.0
B0C1ZQJXMP,Appliances,4.99,629.0
B00545ATZW,Appliances,4.99,629.0
B005459KTI,Appliances,4.99,629.0
B018A1YATW,Appliances,4.99,629.0
B00MU1CM58,Appliances,4.99,629.0
B003BIGD7W,Appliances,4.99,629.0
B07HCP9SN6,Appliances,4.99,629.0
B00DZU9MTM,Appliances,4.99,629.0
B003BIGDKO,Appliances,4.99,629.0
B00DZU897S,Appliances,4.99,629.0
B07GVPN4M6,Appliances,4.99,629.0
B00DZU97PQ,Appliances,4.99,629.0
B00LOWZS7I,Appliances,4.99,629.0
B00MOCKLRY,Appliances,4.99,629.0
B09XJJPCBR,Appliances,4.99,629.0
B003BIGDRW,Appliances,4.99,629.0
B01F14TF5A,Appliances,4.99,629.0
B003BIGD2C,Appliances,4.99,629.0
B00MOCLCHW,Appliances,4.99,629.0
B00L4JGDWK,Appliances,4.99,629.0
B00LQDE3FI,Appliances,4.99,629.0
B00ECV6GRE,Appliances,4.99,629.0
B003BIGDGI,Appliances,4.99,629.0
B01GRYPXL8,Appliances,4.99,629.0
B004H3XWB0,Appliances,4.99,629.0
B09JY77GCY,Appliances,4.99,629.0
B003BIGDN6,Appliances,4.99,629.0
B00Y3JHEQW,Appliances,4.99,629.0
B00MOD2176,Appliances,4.99,629.0
B009ABWQP2,Appliances,4.99,629.0
B00MOCLKRE,Appliances,4.99,629.0
B004H3XSVE,Appliances,4.99,629.0
B00U6U1K3U,Appliances,4.99,629.0
B01AJZXB74,Appliances,4.99,629.0
B004H3XUPS,Appliances,4.99,629.0
B00MOCS946,Appliances,4.99,629.0
B00MOCYJ4A,Appliances,4.99,629.0
B004H3XUBW,Appliances,4.99,629.0
B00DZU8H5C,Appliances,4.99,629.0
B0050KJDQM,Appliances,4.99,629.0
B004H3XPOE,Appliances,4.99,629.0
B00IH0TA10,Appliances,4.99,629.0
B004W6IL04,Appliances,4.99,629.0
B01M30Z1RZ,Appliances,4.99,629.0
B00ECV5MQA,Appliances,4.99,629.0
B00MOCJKEO,Appliances,4.99,629.0
B0722VPMB4,Appliances,4.99,629.0
B07HCRB2VF,Appliances,4.99,629.0
B00MOCO1FC,Appliances,4.99,629.0
B00MOCMGTK,Appliances,4.99,629.0
B003BIGD8Q,Appliances,4.99,629.0
B00MNOQSRK,Appliances,4.99,629.0
B00U7ZS776,Appliances,4.99,629.0
B07B438LZV,Appliances,4.99,629.0
B01AK295GW,Appliances,4.99,629.0
B00MOCCVOK,Appliances,4.99,629.0
B00LQDDQJM,Appliances,4.99,629.0
B00J7CNC7K,Appliances,4.99,629.0
B00DM8JR7E,Appliances,4.99,629.0
B00MOCK40I,Appliances,4.99,629.0
B07GC8BK8W,Appliances,4.99,629.0
B00MOCCVPY,Appliances,4.99,629.0
B003BIGDEU,Appliances,4.99,629.0
B00L4G729G,Appliances,4.99,629.0
B084ZFQWP1,Appliances,4.99,629.0
B00ECV2MZO,Appliances,4.99,629.0
B0052F74XY,Appliances,4.99,629.0
B01HJHM04K,Appliances,4.99,629.0
B00MNMTIJ2,Appliances,4.99,629.0
B00DZU9N7S,Appliances,4.99,629.0
B004H3XVWK,Appliances,4.99,629.0
B00MNORVPS,Appliances,4.99,629.0
B00LQDI048,Appliances,4.99,629.0
B00LHRAGHW,Appliances,4.99,629.0
B0882ZJ48W,Appliances,4.99,629.0
B00DZUANTU,Appliances,4.99,629.0
B00H561XGM,Appliances,4.99,629.0
B00MOD11WM,Appliances,4.99,629.0
B003BIGD2M,Appliances,4.99,629.0
B00DZUA3EU,Appliances,4.99,629.0
B08FDCNMB1,Appliances,4.99,629.0
B017TJ5EPK,Appliances,4.99,629.0
B004H3XT18,Appliances,4.99,629.0
B00126NABC,Appliances,4.99,629.0
B003BIGD1S,Appliances,4.99,629.0
B00A8O071A,Appliances,4.99,629.0
B004H3XSSW,Appliances,4.99,629.0
B0998F4RKT,Appliances,4.99,629.0
B00LPDJT58,Appliances,4.99,629.0
B00PKI7BIG,Appliances,4.99,629.0
B003BIGDMC,Appliances,4.99,629.0
B00A8O0D6O,Appliances,4.99,629.0
B00MOD2YDW,Appliances,4.99,629.0
B0093R0QM8,Appliances,4.99,629.0
B00ECX038A,Appliances,4.99,629.0
B004H3XVAC,Appliances,4.99,629.0
B00M0YVBFC,Appliances,4.99,629.0
B00Y1RZKTY,Appliances,4.99,629.0
B004H3XPQW,Appliances,4.99,629.0
B07HDFV6PZ,Appliances,4.99,629.0
B00MOCN3HO,Appliances,4.99,629.0
B08FDCZRND,Appliances,4.99,629.0
B00DMUO1E6,Appliances,4.99,629.0
B00DZU8JFA,Appliances,4.99,629.0
B00DZUACV4,Appliances,4.99,629.0
B017TJ5ATU,Appliances,4.99,629.0
B00MOCS6JY,Appliances,4.99,629.0
B00ECV5FXA,Appliances,4.99,629.0
B003BIGDQI,Appliances,4.99,629.0
B003BIGDLS,Appliances,4.99,629.0
B003BIGD40,Appliances,4.99,629.0
B004H3XQPM,Appliances,4.99,629.0
B009RYST6C,Appliances,4.99,629.0
B00JFG6YOG,Appliances,4.99,629.0
B00DWFYU9C,Appliances,4.99,629.0
B0093QYLTI,Appliances,4.99,629.0
B0027SA7OM,Appliances,4.99,629.0
B001UGX64A,"Arts, Crafts & Sewing",7.83,189.0
B01JIQ36DE,"Arts, Crafts & Sewing",7.83,189.0
B006FRZEFS,"Arts, Crafts & Sewing",7.83,189.0
B07ZZ377D2,"Arts, Crafts & Sewing",7.83,189.0
B012BJW7SK,"Arts, Crafts & Sewing",7.83,189.0
B07MV8YSRR,"Arts, Crafts & Sewing",7.83,189.0
B07H2TMM5K,"Arts, Crafts & Sewing",7.83,189.0
B009G3J6XE,"Arts, Crafts & Sewing",7.83,189.0
B07DGJ21LP,"Arts, Crafts & Sewing",7.83,189.0
0470536454,"Arts, Crafts & Sewing",7.83,189.0
B00HEP1ZEO,"Arts, Crafts & Sewing",7.83,189.0
B07BVM2GS7,Automotive,14.99,338.64
B07TSMX41M,Automotive,14.99,338.64
B0031XI514,Automotive,14.99,338.64
B07P5TPH7R,Automotive,14.99,338.64
B01F8E7JRE,Automotive,14.99,338.64
B01D90XLB2,Automotive,14.99,338.64
B085167HZP,Automotive,14.99,338.64
B0BXKLT1YM,Automotive,14.99,338.64
B00JGM7Z5Q,Automotive,14.99,338.64
B0851ZFCQK,Automotive,14.99,338.64
B01KV4OTU6,Automotive,14.99,338.64
B00LISFGIO,Automotive,14.99,338.64
B0031XFJZO,Automotive,14.99,338.64
B007HRQF3K,Automotive,14.99,338.64
B085J1RSWD,Automotive,14.99,338.64
B01442J8D4,Automotive,14.99,338.64
B000B8VWP8,Automotive,14.99,338.64
B01BTG7PEW,Automotive,14.99,338.64
B089SWXX5Q,Automotive,14.99,338.64
B001AQZI64,Automotive,14.99,338.64
B00XUITI34,Automotive,14.99,338.64
B00T36S022,Automotive,14.99,338.64
B08FDBX8S4,Automotive,14.99,338.64
B002OUIYW0,Automotive,14.99,338.64
B008KWOZ24,Automotive,14.99,338.64
B016MWZIBU,Automotive,14.99,338.64
B0BJ6P1GJZ,Automotive,14.99,338.64
B076B1KKZ1,Automotive,14.99,338.64
B0B8TFR24T,Automotive,14.99,338.64
B00LNGR5D0,Automotive,14.99,338.64
B08MZV5CTF,Automotive,14.99,338.64
B09DD6D48V,Automotive,14.99,338.64
B0897HZ1DQ,Automotive,14.99,338.64
B0979J4H7H,Automotive,14.99,338.64
B07G6V8WF3,Automotive,14.99,338.64
B0023V1IUA,Automotive,14.99,338.64
B00I03OF6Y,Automotive,14.99,338.64
B0B94S6752,Automotive,14.99,338.64
B01JH3QU72,Automotive,14.99,338.64
B0B127PM6M,Automotive,14.99,338.64
B00I03OGKY,Automotive,14.99,338.64
B0914PXTWF,Automotive,14.99,338.64
B07N6PBJS9,Automotive,14.99,338.64
B086BYTLCX,Automotive,14.99,338.64
B078WYMK1Y,Automotive,14.99,338.64
B075JRFZHQ,Automotive,14.99,338.64
B09TRW3T1V,Automotive,14.99,338.64
B0060ZB43G,Automotive,14.99,338.64
B07CG663T2,Automotive,14.99,338.64
B01EB5SYDY,Automotive,14.99,338.64
B00I2TUZ4C,Automotive,14.99,338.64
B09D3B5DF9,Baby,6.84,16.99
B0035RQF8G,Baby,6.84,16.99
B01MCRKYUG,Baby,6.84,16.99
B0B7H9HJX7,Baby,6.84,16.99
B0BRPMBTSP,Baby,6.84,16.99
B08DKRTQT3,Baby,6.84,16.99
B000YHA7O8,Baby,6.84,16.99
B077NNYNMR,Baby,6.84,16.99
B07R3YF9Q7,Baby,6.84,16.99
B001FD3756,Baby,6.84,16.99
1563834103,Books,3.47,59.99
156939573X,Books,3.47,59.99
1881322149,Books,3.47,59.99
1458415287,Books,3.47,59.99
1463575173,Books,3.47,59.99
0899333206,Books,3.47,59.99
0849707501,Books,3.47,59.99
1561585300,Books,3.47,59.99
1423463676,Books,3.47,59.99
1946494011,Books,3.47,59.99
0634003224,Books,3.47,59.99
0899333990,Books,3.47,59.99
0793533929,Books,3.47,59.99
1783052732,Books,3.47,59.99
0897243889,Books,3.47,59.99
1599632977,Books,3.47,59.99
1480398098,Books,3.47,59.99
0882847899,Books,3.47,59.99
1458441369,Books,3.47,59.99
0739058118,Books,3.47,59.99
0757908713,Books,3.47,59.99
B07D18S71W,Buy a Kindle,6.87,6.87
B0169T71UW,Camera & Photo,15.99,259.99
B00XNK1M0Q,Camera & Photo,15.99,259.99
B0BXL588RB,Camera & Photo,15.99,259.99
B01LBS52YI,Camera & Photo,15.99,259.99
B09VY71N97,Camera & Photo,15.99,259.99
B07TXLJC33,Camera & Photo,15.99,259.99
B01COK0NIW,Camera & Photo,15.99,259.99
B07NPNX7PW,Camera & Photo,15.99,259.99
B00WITIHZ6,Camera & Photo,15.99,259.99
B009DT424Y,Camera & Photo,15.99,259.99
B011RLDVTW,Camera & Photo,15.99,259.99
B000BSMKPY,Camera & Photo,15.99,259.99
B09ZF92X9P,Camera & Photo,15.99,259.99
B001BYK43M,Camera & Photo,15.99,259.99
B07VSYFG26,Camera & Photo,15.99,259.99
B07KYLLN9T,Camera & Photo,15.99,259.99
B00RFX2L6G,Camera & Photo,15.99,259.99
B07NF3LGZ9,Car Electronics,38.5,38.5
B00XJ6E9UO,Car Electronics,38.5,38.5
B00XJNOMJ0,Car Electronics,38.5,38.5
B0BK5SBS69,Cell Phones & Accessories,7.59,299.99
B073WGTTK6,Cell Phones & Accessories,7.59,299.99
B01AQ0PZFS,Cell Phones & Accessories,7.59,299.99
B07RJ4L6D3,Cell Phones & Accessories,7.59,299.99
B0964XVV4D,Cell Phones & Accessories,7.59,299.99
B08Z5XSKP8,Cell Phones & Accessories,7.59,299.99
B015DBWTUY,Cell Phones & Accessories,7.59,299.99
B01LW7Y5V7,Cell Phones & Accessories,7.59,299.99
B088FH47ZS,Cell Phones & Accessories,7.59,299.99
B00XI6D6K4,Cell Phones & Accessories,7.59,299.99
B082M9W4G1,Cell Phones & Accessories,7.59,299.99
B0BTBT3XRV,Cell Phones & Accessories,7.59,299.99
B07Z67ZVLK,Cell Phones & Accessories,7.59,299.99
B00GJ3PCM8,Cell Phones & Accessories,7.59,299.99
B07VQ6ND1D,Cell Phones & Accessories,7.59,299.99
B081CCY3PT,Cell Phones & Accessories,7.59,299.99
B07L1ZPPXS,Cell Phones & Accessories,7.59,299.99
B07XYV9B5K,Cell Phones & Accessories,7.59,299.99
B07RLC1HHD,Cell Phones & Accessories,7.59,299.99
B07XF6TVBX,Cell Phones & Accessories,7.59,299.99
B07WNVWWRZ,Cell Phones & Accessories,7.59,299.99
B08J8C3RM8,Cell Phones & Accessories,7.59,299.99
B0BJDDJJ3T,Cell Phones & Accessories,7.59,299.99
B00O5ELJ66,Cell Phones & Accessories,7.59,299.99
B08BPD1C6X,Cell Phones & Accessories,7.59,299.99
B0154JSY68,Cell Phones & Accessories,7.59,299.99
B082HQVZW2,Cell Phones & Accessories,7.59,299.99
B07VYJ4TV2,Cell Phones & Accessories,7.59,299.99
B01N9CJDVE,Cell Phones & Accessories,7.59,299.99
B0833QVQ3H,Cell Phones & Accessories,7.59,299.99
B0C2TJF9CJ,Cell Phones & Accessories,7.59,299.99
B001OZIYUS,Cell Phones & Accessories,7.59,299.99
B089QTBTMH,Computers,8.99,289.99
B0C284Z9RG,Computers,8.99,289.99
B0C281RFPJ,Computers,8.99,289.99
B07YNKJNTR,Computers,8.99,289.99
B0C3QH861T,Computers,8.99,289.99
B081733Z2D,Computers,8.99,289.99
B01C5RZWM6,Computers,8.99,289.99
B0915DH3NK,Computers,8.99,289.99
B07915V4MT,Computers,8.99,289.99
B09JTBPNDM,Computers,8.99,289.99
B0975F1ZCD,Computers,8.99,289.99
B0753CSGTK,Computers,8.99,289.99
B08PSMVXF4,Computers,8.99,289.99
B07P7YQ9ZN,Computers,8.99,289.99
B079TCDBJS,Computers,8.99,289.99
B06Y1ZBGH2,Computers,8.99,289.99
B00A2DBHMA,Computers,8.99,289.99
B07G873CK7,Computers,8.99,289.99
B0017H4EBG,Computers,8.99,289.99
B00653XX46,Computers,8.99,289.99
B002E1U0BM,Computers,8.99,289.99
B008LUW3ZG,Computers,8.99,289.99
B0C4ZPNBYC,Computers,8.99,289.99
B07MCM9XHW,Computers,8.99,289.99
B08KJF6VFH,Computers,8.99,289.99
B009WS7SWY,Computers,8.99,289.99
B01J9L7VES,Computers,8.99,289.99
B0C4ZLQNRC,Computers,8.99,289.99
B0060FDA9C,Computers,8.99,289.99
B0002NRFH6,Computers,8.99,289.99
B004Z1766G,Computers,8.99,289.99
B08T8681K4,Computers,8.99,289.99
B0854H5T3B,Computers,8.99,289.99
B079BPZ59P,Computers,8.99,289.99
B092LLM7H3,Grocery,3.99,25.99
B082LWZCBB,Grocery,3.99,25.99
B07PKV75YF,Grocery,3.99,25.99
B00GN92KQ4,Grocery,3.99,25.99
B000E8SVR2,Grocery,3.99,25.99
B01GFPS5Y6,Grocery,3.99,25.99
B0000CF3HB,Grocery,3.99,25.99
B00B0ZMNOU,Grocery,3.99,25.99
B07MDJ2PFD,Grocery,3.99,25.99
B00FQRWJGK,Grocery,3.99,25.99
B0036Z99WG,Grocery,3.99,25.99
B076MK9R6F,Grocery,3.99,25.99
B06VWK3JGJ,Grocery,3.99,25.99
B07DNJ1HX8,Grocery,3.99,25.99
B008EYBRMY,Grocery,3.99,25.99
B07B9N9S1C,Health & Personal Care,14.94,297.0
B077BCHMHP,Health & Personal Care,14.94,297.0
B008O57G5U,Health & Personal Care,14.94,297.0
B07LG8QYFW,Health & Personal Care,14.94,297.0
B0000TN7NS,Health & Personal Care,14.94,297.0
B0183RU1WI,Health & Personal Care,14.94,297.0
B09WYP43RT,Health & Personal Care,14.94,297.0
B0B4VB4Q4G,Health & Personal Care,14.94,297.0
B09Q8T47SM,Health & Personal Care,14.94,297.0
B00RALJCW4,Health & Personal Care,14.94,297.0
B000XPT0DK,Health & Personal Care,14.94,297.0
B003UV8OC2,Health & Personal Care,14.94,297.0
B00AUWTYN2,Health & Personal Care,14.94,297.0
B09TWYVMZ7,Health & Personal Care,14.94,297.0
B094DPJ5PC,Health & Personal Care,14.94,297.0
B00901ZTS8,Health & Personal Care,14.94,297.0
B013XCWQ8U,Health & Personal Care,14.94,297.0
B0722YT242,Health & Personal Care,14.94,297.0
B0912NHJF8,Health & Personal Care,14.94,297.0
B079S6QTVK,Health & Personal Care,14.94,297.0
B08227ZZ4R,Health & Personal Care,14.94,297.0
B07JF27NGM,Health & Personal Care,14.94,297.0
B08B1J54LC,Health & Personal Care,14.94,297.0
B08HRLX97K,Health & Personal Care,14.94,297.0
B09NQH5MFK,Health & Personal Care,14.94,297.0
B000VLYAQ8,Health & Personal Care,14.94,297.0
B000SP03JK,Health & Personal Care,14.94,297.0
B078N2432P,Health & Personal Care,14.94,297.0
B0018A21QM,Health & Personal Care,14.94,297.0
B07K9K1XBS,Health & Personal Care,14.94,297.0
B00456MCOM,Health & Personal Care,14.94,297.0
B005QKNUOW,Health & Personal Care,14.94,297.0
B00009V3UC,Home Audio & Theater,8.29,579.99
B01FG7OLHY,Home Audio & Theater,8.29,579.99
B00009W3HB,Home Audio & Theater,8.29,579.99
B00009V3UW,Home Audio & Theater,8.29,579.99
B07CRNYNVN,Home Audio & Theater,8.29,579.99
B07CK95QM8,Home Audio & Theater,8.29,579.99
B075RB1KN7,Home Audio & Theater,8.29,579.99
B0B5D7JW6B,Home Audio & Theater,8.29,579.99
B0002FO2IO,Home Audio & Theater,8.29,579.99
B096FZ5TKG,Home Audio & Theater,8.29,579.99
B0BLM2WS66,Home Audio & Theater,8.29,579.99
B00B1VB0G0,Home Audio & Theater,8.29,579.99
B0B8RGG7QR,Home Audio & Theater,8.29,579.99
B01LRLJKXS,Home Audio & Theater,8.29,579.99
B07DX95KP2,Home Audio & Theater,8.29,579.99
B00AX8XIDK,Home Audio & Theater,8.29,579.99
B01DE4DVO0,Home Audio & Theater,8.29,579.99
B082DTWFNY,Home Audio & Theater,8.29,579.99
B01C57CB02,Home Audio & Theater,8.29,579.99
B0B3NJ1TDB,Home Audio & Theater,8.29,579.99
B0083HSJ50,Home Audio & Theater,8.29,579.99
B08BTT288G,Home Audio & Theater,8.29,579.99
B0C2VKVRH9,Home Audio & Theater,8.29,579.99
B0C1KQ25VD,Home Audio & Theater,8.29,579.99
B01KDK4V6K,Home Audio & Theater,8.29,579.99
B01BMM2BJM,Home Audio & Theater,8.29,579.99
B01KDK4UTI,Home Audio & Theater,8.29,579.99
B08638DCWH,Home Audio & Theater,8.29,579.99
B01KDK4WSW,Home Audio & Theater,8.29,579.99
B01H8E52QM,Home Audio & Theater,8.29,579.99
B0861QRRWW,Home Audio & Theater,8.29,579.99
B0083HLSO4,Home Audio & Theater,8.29,579.99
B00VURM276,Home Audio & Theater,8.29,579.99
B07ZR2G296,Home Audio & Theater,8.29,579.99
B0C4R6PM91,Home Audio & Theater,8.29,579.99
B0006DONOK,Home Audio & Theater,8.29,579.99
B0BG6FP74K,Home Audio & Theater,8.29,579.99
B01DK1ZGSQ,Home Audio & Theater,8.29,579.99
B093NXC8LN,Home Audio & Theater,8.29,579.99
B08LRHL28Y,Home Audio & Theater,8.29,579.99
B08L9N6T8R,Home Audio & Theater,8.29,579.99
B07FG7R7VN,Home Audio & Theater,8.29,579.99
B08N636GN1,Home Audio & Theater,8.29,579.99
B082MNMB74,Home Audio & Theater,8.29,579.99
B07RP3RWD2,Home Audio & Theater,8.29,579.99
B00420UATK,Home Audio & Theater,8.29,579.99
B0BRZ92P9Q,Home Audio & Theater,8.29,579.99
B008LUW49G,Home Audio & Theater,8.29,579.99
B0BTNB1CP3,Home Audio & Theater,8.29,579.99
B07PRNZ554,Home Audio & Theater,8.29,579.99
B0C78VHPJG,Home Audio & Theater,8.29,579.99
B00T80XE42,Home Audio & Theater,8.29,579.99
B01BPSBGBW,Home Audio & Theater,8.29,579.99
B00J14G7OO,Home Audio & Theater,8.29,579.99
B07GZ8DCZ3,Home Audio & Theater,8.29,579.99
B014JJG43E,Home Audio & Theater,8.29,579.99
B0919DS8PP,Home Audio & Theater,8.29,579.99
B01K2OLR28,Home Audio & Theater,8.29,579.99
B07BN764XM,Home Audio & Theater,8.29,579.99
B07KCNPMHC,Home Audio & Theater,8.29,579.99
B0BM71QK8M,Home Audio & Theater,8.29,579.99
B08CYHW29F,Home Audio & Theater,8.29,579.99
B0007P98K6,Home Audio & Theater,8.29,579.99
B07YQ4MWD1,Home Audio & Theater,8.29,579.99
B07Q2FHQS3,Home Audio & Theater,8.29,579.99
B08V36MPNZ,Home Audio & Theater,8.29,579.99
B01MXKG38H,Home Audio & Theater,8.29,579.99
B07PSWC1XY,Home Audio & Theater,8.29,579.99
B07MJVGJSV,Home Audio & Theater,8.29,579.99
B00066XTBA,Home Audio & Theater,8.29,579.99
B01EH61OT8,Home Audio & Theater,8.29,579.99
B00UAYDBRU,Home Audio & Theater,8.29,579.99
B08BTPKHR9,Home Audio & Theater,8.29,579.99
B09DRMF6H9,Home Audio & Theater,8.29,579.99
B004C4UQZE,Home Audio & Theater,8.29,579.99
B0006ZRDWM,Home Audio & Theater,8.29,579.99
B007I1QY5Y,Home Audio & Theater,8.29,579.99
B0C521D41G,Home Audio & Theater,8.29,579.99
B01E017BJW,Home Audio & Theater,8.29,579.99
B0C3LHML6J,Home Audio & Theater,8.29,579.99
B00J4VHTSW,Home Audio & Theater,8.29,579.99
B0CBSR9VF7,Home Audio & Theater,8.29,579.99
B09HSCLS95,Home Audio & Theater,8.29,579.99
B004NRVUMI,Home Audio & Theater,8.29,579.99
B01KDK4XF4,Home Audio & Theater,8.29,579.99
B0BMQ2TSGC,Home Audio & Theater,8.29,579.99
B00DQJU0U2,Home Audio & Theater,8.29,579.99
B09KZQ362P,Home Audio & Theater,8.29,579.99
B00AWKYAYU,Home Audio & Theater,8.29,579.99
B000BBF1W0,Home Audio & Theater,8.29,579.99
B01JZ4J3KE,Home Audio & Theater,8.29,579.99
B07HCZZ5WC,Home Audio & Theater,8.29,579.99
B01H8E4U5G,Home Audio & Theater,8.29,579.99
B09K7B5THL,Home Audio & Theater,8.29,579.99
B000068O4L,Home Audio & Theater,8.29,579.99
B00WUDO20O,Home Audio & Theater,8.29,579.99
B08BTG6BSC,Home Audio & Theater,8.29,579.99
B0009GH13Y,Home Audio & Theater,8.29,579.99
B08DLCFQKN,Home Audio & Theater,8.29,579.99
B0C65NPCNZ,Home Audio & Theater,8.29,579.99
B0B53KHR15,Home Audio & Theater,8.29,579.99
B01GX4SYM2,Home Audio & Theater,8.29,579.99
B00FC4YO60,Home Audio & Theater,8.29,579.99
B00WUT50GI,Home Audio & Theater,8.29,579.99
B0C2VJJRD1,Home Audio & Theater,8.29,579.99
B0174UNK7I,Home Audio & Theater,8.29,579.99
B01765YK3E,Home Audio & Theater,8.29,579.99
B0176L2PG2,Home Audio & Theater,8.29,579.99
B0174UO4AK,Home Audio & Theater,8.29,579.99
B0174J8FNI,Home Audio & Theater,8.29,579.99
B017TLI5RC,Home Audio & Theater,8.29,579.99
B017U13VWU,Home Audio & Theater,8.29,579.99
B017TLONGO,Home Audio & Theater,8.29,579.99
B083XX2W3P,Industrial & Scientific,4.99,509.99
B0BT9MTF1R,Industrial & Scientific,4.99,509.99
B0C23RY91C,Industrial & Scientific,4.99,509.99
B07GV4GMB6,Industrial & Scientific,4.99,509.99
B0C33X58J7,Industrial & Scientific,4.99,509.99
B0C6QDS1HT,Industrial & Scientific,4.99,509.99
B0BTSQRXNZ,Industrial & Scientific,4.99,509.99
B0BWRF4CX5,Industrial & Scientific,4.99,509.99
B07MC2D2SK,Industrial & Scientific,4.99,509.99
B0BKZZL979,Industrial & Scientific,4.99,509.99
B09VXXCSK9,Industrial & Scientific,4.99,509.99
B00WA6TGDE,Industrial & Scientific,4.99,509.99
B0BMQJ6XYT,Industrial & Scientific,4.99,509.99
B09LQL5M8W,Industrial & Scientific,4.99,509.99
B09CKWGDWX,Industrial & Scientific,4.99,509.99
B0C6695YHW,Industrial & Scientific,4.99,509.99
B071JDY4KQ,Industrial & Scientific,4.99,509.99
B07DPF4PLP,Industrial & Scientific,4.99,509.99
B09JPB9TXT,Industrial & Scientific,4.99,509.99
B07KPMB4NG,Industrial & Scientific,4.99,509.99
B0C61YFPMM,Industrial & Scientific,4.99,509.99
B09KV17R2Y,Industrial & Scientific,4.99,509.99
B09SCXV6TB,Industrial & Scientific,4.99,509.99
B08NB5VNC6,Industrial & Scientific,4.99,509.99
B0BBT5KNBD,Industrial & Scientific,4.99,509.99
B00RYWES9Q,Industrial & Scientific,4.99,509.99
B092S4GXQB,Industrial & Scientific,4.99,509.99
B004DLW6RW,Industrial & Scientific,4.99,509.99
B07FMK277C,Industrial & Scientific,4.99,509.99
B09MMCMB38,Industrial & Scientific,4.99,509.99
B09JZKNNMJ,Industrial & Scientific,4.99,509.99
B07HSNSW9K,Industrial & Scientific,4.99,509.99
B0B58SW4D1,Industrial & Scientific,4.99,509.99
B06WP2P32S,Industrial & Scientific,4.99,509.99
B08XBRNPDF,Industrial & Scientific,4.99,509.99
B0B7DVHC78,Industrial & Scientific,4.99,509.99
B009CEPVT0,Industrial & Scientific,4.99,509.99
B0859N6DNZ,Industrial & Scientific,4.99,509.99
B00F0PHXF0,Industrial & Scientific,4.99,509.99
B081GS9CTV,Industrial & Scientific,4.99,509.99
B0B3MXXXNS,Industrial & Scientific,4.99,509.99
B07MXP89CS,Industrial & Scientific,4.99,509.99
B08P3S19FC,Industrial & Scientific,4.99,509.99
B08CRPZMQL,Industrial & Scientific,4.99,509.99
B009FH2G60,Industrial & Scientific,4.99,509.99
B07RKT9ZN2,Industrial & Scientific,4.99,509.99
B01MQO54NV,Industrial & Scientific,4.99,509.99
B09MVV717N,Industrial & Scientific,4.99,509.99
B09Q5ZRCGV,Industrial & Scientific,4.99,509.99
B07PLS93C7,Industrial & Scientific,4.99,509.99
B08LH9DXFQ,Industrial & Scientific,4.99,509.99
B0BLVR8PTY,Industrial & Scientific,4.99,509.99
B00J5XKBZ2,Industrial & Scientific,4.99,509.99
B08RQDLS47,Industrial & Scientific,4.99,509.99
B0C7KVS9LQ,Industrial & Scientific,4.99,509.99
B0B1DMSL6F,Industrial & Scientific,4.99,509.99
B00WTDKDTY,Industrial & Scientific,4.99,509.99
B00GS3W5LU,Industrial & Scientific,4.99,509.99
B081HFMKTS,Industrial & Scientific,4.99,509.99
B09YDBP2B3,Industrial & Scientific,4.99,509.99
B0854P8R5N,Industrial & Scientific,4.99,509.99
B09JNNQ5RX,Industrial & Scientific,4.99,509.99
B09BYZLXHF,Industrial & Scientific,4.99,509.99
B0128NKS4Y,Industrial & Scientific,4.99,509.99
B07SMFS86V,Industrial & Scientific,4.99,509.99
B0BJ8WXV9S,Industrial & Scientific,4.99,509.99
B00WT4DLLK,Industrial & Scientific,4.99,509.99
B0892S2SZN,Industrial & Scientific,4.99,509.99
B07PPB37QS,Industrial & Scientific,4.99,509.99
B07415F4DR,Industrial & Scientific,4.99,509.99
B08S3MJ9B5,Industrial & Scientific,4.99,509.99
B0BW9SS9PG,Industrial & Scientific,4.99,509.99
B08K973YZV,Industrial & Scientific,4.99,509.99
B07V2JRKTF,Industrial & Scientific,4.99,509.99
B00NVPTWXM,Industrial & Scientific,4.99,509.99
B08YCS1KF1,Industrial & Scientific,4.99,509.99
B095S9GH55,Industrial & Scientific,4.99,509.99
